Year,Decade,Recent,Runtime_Encoded,Director_Num_Movies,Writer_Num_Movies,Main_Actor_Num_Movies,Company_Num_Movies,Scaled_Standardized_Budget,Normalized_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Thriller,Western,Log_Worldwide_Gross
1986,1980,0,1,8,3,3,73,0.042118687393607745,0.6486486486486487,15.573368647930426,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.824268707494387
2006,2000,0,0,1,6,1,37,0.05616386793035836,0.1216216216216216,15.573368647930426,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.56952042615323
2008,2000,0,1,1,5,1,97,0.02245543464215688,0.5540540540540541,14.978661680269907,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.292031869822484
2007,2000,0,1,2,1,3,29,0.04633224155463293,0.5810810810810811,15.363073279446223,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.729640098509318
2006,2000,0,1,6,1,3,72,0.05616386793035836,0.5945945945945946,16.51687183802978,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.164556190091126
2003,2000,0,1,3,1,3,295,0.07020904846710899,0.527027027027027,15.623799493077952,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.044655090616573
1988,1980,0,1,2,2,1,1,0.007005736051731201,0.5405405405405406,13.815511557963774,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.291469042063802
2000,2000,0,1,5,2,1,292,0.08144519289650948,0.6486486486486487,14.45736497045232,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.39092694727407
2013,2010,1,1,1,2,4,13,0.028073506856857125,0.5810810810810811,15.176487367510099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.57904598501906
2011,2010,1,1,5,2,4,295,0.11796266229206108,0.4864864864864865,16.204273438942487,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.62079414572546
2013,2010,1,1,4,2,4,7,0.28088675651836825,0.6486486486486487,16.128046080821385,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.710673269092343
2010,2010,1,1,4,1,4,57,0.0842542290038596,0.6216216216216216,16.066802461833923,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.49547186542064
2018,2010,1,2,6,1,2,55,0.06459097625240873,0.7567567567567568,15.009433329466965,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.67155622082706
2018,2010,1,1,2,1,2,2,0.09549037343326008,0.5135135135135135,14.914123179965662,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.835134144121664
2018,2010,1,1,1,1,1,3,0.02245543464215688,0.28378378378378377,13.567050480716235,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.399466751545535
2005,2000,0,1,7,1,2,24,0.07020904846710899,0.6216216216216216,15.53827733427679,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.856095455200496
2006,2000,0,1,3,3,2,292,0.05616386793035836,0.43243243243243246,15.38412668421143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20.376699204309144
2008,2000,0,1,1,1,2,24,0.07582712068180923,0.5810810810810811,14.845130332288226,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.910262700965692
2002,2000,0,0,1,1,2,3,0.008410254105406273,0.6756756756756757,13.487007879880162,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.16936789995592
2007,2000,0,1,3,3,8,98,0.2387512149081164,0.6891891891891893,16.71142255148467,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.94847450599291
2010,2010,1,1,1,3,8,320,0.053354831823008236,0.6216216216216216,16.108045416114916,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.605057802640637
2016,2010,1,1,5,4,8,1,0.1320078428288117,0.8108108108108107,17.944256563006768,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.43321202128148
2011,2010,1,1,4,3,8,98,0.12638977061411144,0.7027027027027027,16.001561947061912,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.225157048045556
2008,2000,0,1,1,1,8,4,0.02245543464215688,0.6621621621621622,15.76142084987672,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.926307884990784
2009,2000,0,2,6,6,8,292,0.11234459007736083,0.6891891891891893,16.22245575637265,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9820893796811
2014,2010,1,1,19,5,8,26,0.028073506856857125,0.6891891891891893,15.990262393084793,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.494083256407382
2016,2010,1,1,2,1,8,40,0.06318645819873367,0.7567567567567568,17.02635425145779,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.52963437942618
1998,1990,0,1,8,4,1,12,0.014028326320106518,0.5945945945945946,13.567050480716235,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.668770354321857
1988,1980,0,1,1,1,1,295,0.011219290212756389,0.6756756756756757,12.873904582205107,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.90695196672632
2015,2010,1,1,2,1,1,2,0.03369157907155737,0.6081081081081081,15.856731016694035,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.62104424557467
2010,2010,1,1,1,2,3,4,0.06459097625240873,0.7702702702702704,15.955576839107596,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.124800230575072
2015,2010,1,1,2,1,3,1,0.0842542290038596,0.5540540540540541,15.671808704579888,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.77216123462622
2015,2010,1,1,2,2,3,11,0.49156446456962755,0.8378378378378379,17.975954937491522,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.872246466026787
2018,2010,1,1,1,5,3,1,0.08987230121855984,0.4864864864864865,15.444751293772967,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.667112542393024
2015,2010,1,2,5,1,3,320,0.09829940954061021,0.5810810810810811,16.395727463314174,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.065406194377296
2017,2010,1,0,6,3,3,7,0.11796266229206108,0.3513513513513513,15.039286283703994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.22643696831749
2013,2010,1,1,2,2,1,1,0.00012359758872340643,0.6486486486486487,14.978661680269907,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.585654928361512
2000,2000,0,2,2,1,2,2,0.02245543464215688,0.7027027027027027,13.321215875492413,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.227858902567665
1992,1990,0,0,2,3,2,2,0.06740001235975886,0.41891891891891886,12.25486757159303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.621928892442345
1987,1980,0,0,3,6,1,2,0.03369157907155737,0.6891891891891893,14.914123179965662,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.445168026420095
1990,1990,0,1,15,3,1,203,0.05616386793035836,0.6081081081081081,14.346139397261565,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.182117219880954
2014,2010,1,2,4,3,6,2,0.5617903672533806,0.6351351351351351,17.569709501618057,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.68192624079025
2018,2010,1,2,2,2,6,1,0.023859952695831937,0.6216216216216216,15.096444681204078,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.837621874942975
2012,2010,1,2,4,4,6,292,0.6460614504738843,0.6756756756756757,17.860314692139372,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.748687554975742
2016,2010,1,2,18,2,6,1,0.12919880672146156,0.7162162162162162,16.15731646026544,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.289242352753842
2014,2010,1,1,1,1,6,3,0.02245543464215688,0.7027027027027027,14.978661680269907,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.721443991342174
2016,2010,1,2,4,1,6,57,0.11234459007736083,0.8378378378378379,17.63760887774627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.313554425536754
2001,2000,0,0,1,1,1,4,0.06459097625240873,0.6351351351351351,13.795308871054397,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.91270467986938
1993,1990,0,0,2,1,1,99,0.03369157907155737,0.472972972972973,12.971542813248437,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.32286217020921
1987,1980,0,0,3,3,2,5,0.016837362427456634,0.5405405405405406,14.914123179965662,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.872790703368295
1993,1990,0,1,1,2,2,1,0.019646398534806764,0.3918918918918919,14.077875591662238,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18.662990649595802
1992,1990,0,2,2,4,4,271,0.05616386793035836,0.5945945945945946,14.285514812209815,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.550872700612235
2005,2000,0,2,1,1,4,1,0.026949892413917084,0.6351351351351351,13.742940940397677,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.601519014094876
2009,2000,0,1,1,1,4,1,0.016837362427456634,0.7432432432432432,14.946912992035967,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.182277617783875
1995,1990,0,1,7,3,4,66,0.019646398534806764,0.6621621621621622,14.80876270134486,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.482764634539825
1981,1980,0,0,3,3,1,320,0.03369157907155737,0.32432432432432434,11.775297421715827,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.885742559068678
2002,2000,0,1,1,1,1,1,0.018042343410282186,0.8243243243243243,16.300417291085605,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.29703745676556
2014,2010,1,1,4,2,1,4,0.004196699944381085,0.5135135135135135,14.648420115681892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.595509628268406
2016,2010,1,0,2,1,2,320,0.05616386793035836,0.6486486486486487,15.555976908243359,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.388159628690932
2016,2010,1,0,5,5,2,2,0.19661567329786453,0.6621621621621622,15.573368647930426,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.329704958692936
2017,2010,1,2,5,6,1,203,0.4213385618858744,0.7432432432432432,16.97251102166758,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.31396886245065
2006,2000,0,1,1,2,3,1,0.02245543464215688,0.7432432432432432,14.45736497045232,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.059816206979452
1998,1990,0,2,2,2,3,203,0.05616386793035836,0.5135135135135135,13.47302165746721,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.788778549901494
1993,1990,0,1,3,1,3,99,0.042118687393607745,0.7297297297297297,14.403297778421795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.784242416887153
2002,2000,0,1,1,1,1,1,0.0013876638370309557,0.6351351351351351,15.039286283703994,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.787576903606444
2003,2000,0,1,5,2,9,271,0.2668415759816176,0.5,16.395727463314174,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.193889399618705
2008,2000,0,2,31,1,9,16,0.15448013168761268,0.7837837837837838,17.010093731247036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8490014345464
2002,2000,0,1,9,1,9,37,0.11234459007736083,0.527027027027027,14.690979711984754,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.943790810036482
2010,2010,1,1,11,6,9,292,0.30897711759186947,0.6081081081081081,17.220035762941695,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.79998470447138
2019,2010,1,1,3,4,9,98,0.5196548256431287,0.6351351351351351,16.02378508137718,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.316025599221955
2014,2010,1,1,1,4,9,1,0.5056096451063781,0.6891891891891893,17.379393550232137,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.74932027546071
2008,2000,0,1,4,1,9,320,0.21066085383461514,0.6486486486486487,17.423722136111028,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.95425944912134
2004,2000,0,1,7,1,9,295,0.12638977061411144,0.5810810810810811,15.943742382861155,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.2996956174763
2001,2000,0,1,8,1,9,271,0.3230222981286201,0.527027027027027,16.816230422780546,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.733787403068263
2018,2010,1,1,2,2,1,1,0.008410254105406273,0.6216216216216216,14.508658238524095,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.039418629549317
1997,1990,0,1,4,1,1,1,0.09829940954061021,0.3783783783783784,12.611541086966115,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.995578600136977
2009,2000,0,1,3,1,1,16,0.29493193705511883,0.7027027027027027,16.380459992348886,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.705515680815964
1993,1990,0,1,9,1,1,271,0.1320078428288117,0.6621621621621622,15.943742382861155,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.00826233975322
2012,2010,1,0,2,1,1,1,0.0007415855323404247,0.6081081081081081,15.009433329466965,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.594032969297832
1991,1990,0,1,4,1,1,292,0.04773675960830799,0.6756756756756757,15.830413711839864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.203900353827823
2003,2000,0,0,6,5,7,50,0.13481687893616182,0.4864864864864865,16.454567959008102,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.514778570808723
2006,2000,0,0,6,5,7,50,0.12638977061411144,0.43243243243243246,16.266515742283485,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.301353507746523
2008,2000,0,1,2,2,7,292,0.07020904846710899,0.4864864864864865,15.90737474309945,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.37285253508772
2011,2010,1,1,1,1,7,37,0.05616386793035836,0.5675675675675675,15.816990693309524,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.533396118277984
2009,2000,0,0,3,4,7,292,0.28088675651836825,0.6756756756756757,16.86951178681205,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.611182279578426
2000,2000,0,0,6,3,7,50,0.053354831823008236,0.5810810810810811,16.98519618065851,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.745787877587997
2001,2000,0,0,6,3,7,50,0.12638977061411144,0.45945945945945943,16.536806051605975,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.068419354113864
2018,2010,1,1,5,1,8,8,0.05616386793035836,0.6621621621621622,16.42558042423569,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.699430110649097
2014,2010,1,2,6,1,8,1,0.14043495115086208,0.5405405405405406,16.41820031748273,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.47892935525234
2016,2010,1,1,6,6,8,28,0.3511126592021213,0.6216216216216216,15.830413711839864,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.967029749700078
2015,2010,1,1,1,3,8,2,0.08144519289650948,0.6081081081081081,16.496532155171714,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.778079727176063
2012,2010,1,1,2,3,8,2,0.04773675960830799,0.7027027027027027,17.1654146803266,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.866070277530707
2017,2010,1,1,2,3,8,1,0.12638977061411144,0.527027027027027,15.573368647930426,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.340613138500473
2017,2010,1,0,1,2,8,1,0.014028326320106518,0.527027027027027,14.80876270134486,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.735900482895385
2015,2010,1,1,1,4,8,1,0.02245543464215688,0.6081081081081081,15.46416937585933,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.619840848950838
2002,2000,0,0,2,2,1,1,0.0297589285212672,0.472972972972973,14.45736497045232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19.64412465297988
1992,1990,0,1,8,1,2,35,0.03284886823935233,0.6351351351351351,15.201805169084134,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.59584919790967
1992,1990,0,1,2,3,2,271,0.050545795715658114,0.5,12.206077645517674,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.527246442085957
1988,1980,0,1,9,3,1,3,0.016837362427456634,0.5945945945945946,14.80876270134486,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.66701022020221
2005,2000,0,1,7,2,2,203,0.03930965128625763,0.5945945945945946,13.910821646859095,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.63230679036681
2011,2010,1,1,3,1,2,1,0.050545795715658114,0.6891891891891893,15.363073279446223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.970813141291085
2006,2000,0,1,5,5,9,55,0.09829940954061021,0.6756756756756757,17.46616882523204,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.910785243745323
2011,2010,1,1,2,1,9,40,0.042118687393607745,0.6891891891891893,16.475770165160203,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.202211917048484
2007,2000,0,1,2,5,9,2,0.04633224155463293,0.6891891891891893,15.59046307836746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.739975159780858
2004,2000,0,1,2,3,9,66,0.08706326511120972,0.5945945945945946,15.671808704579888,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.42822836486255
2004,2000,0,1,14,2,9,98,0.11234459007736083,0.527027027027027,15.843658936835498,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.021401678604015
2016,2010,1,1,2,2,9,1,0.042118687393607745,0.5810810810810811,15.623799493077952,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.62910896080433
2008,2000,0,1,1,2,9,73,0.30897711759186947,0.5405405405405406,15.068273812173887,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.832304086242203
2019,2010,1,1,1,2,9,97,0.05897290403770848,0.472972972972973,15.444751293772967,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.672151790703477
2005,2000,0,0,1,1,9,26,0.0842542290038596,0.6081081081081081,15.573368647930426,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.818695646867496
1992,1990,0,1,12,1,1,295,0.05616386793035836,0.5810810810810811,13.76421831620775,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.716122726719668
2003,2000,0,1,4,1,1,16,0.007005736051731201,0.6621621621621622,12.899222326086994,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.229815031836313
1999,1990,0,1,9,1,3,11,0.0842542290038596,0.4864864864864865,14.077875591662238,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.60444793032018
2010,2010,1,1,1,1,3,40,0.011219290212756389,0.6891891891891893,16.357112630168974,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.666532746641586
2016,2010,1,1,3,2,3,6,0.019646398534806764,0.7297297297297297,15.250595321348806,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.094230136632625
2017,2010,1,1,3,2,1,73,0.09549037343326008,0.7702702702702704,17.6571111205551,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.54280370128257
2003,2000,0,0,2,2,1,44,0.1685253122243633,0.33783783783783783,14.914123179965662,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.60593518757292
1990,1990,0,1,9,1,3,3,0.028073506856857125,0.5135135135135135,12.100717685412471,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.970871380387564
1988,1980,0,0,1,1,3,8,0.010376579380551351,0.6891891891891893,13.795308871054397,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.25384965924168
1989,1980,0,0,1,1,3,203,0.028073506856857125,0.527027027027027,12.25486757159303,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.614150786153655
2017,2010,1,1,2,1,1,98,0.49156446456962755,0.8783783783783783,17.546011710749845,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.812432288158096
1996,1990,0,2,5,1,15,2,0.04492772350095787,0.6081081081081081,13.45883704259595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.821856358250006
1997,1990,0,1,7,11,15,3,0.0842542290038596,0.6756756756756757,15.76142084987672,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.886532081720652
2006,2000,0,1,1,1,15,26,0.03930965128625763,0.6891891891891893,15.226497775576945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.149127503325825
1999,1990,0,2,10,4,15,3,0.22470603437136577,0.6351351351351351,14.978661680269907,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.647545519222692
2012,2010,1,1,1,3,15,48,0.04408501266875283,0.6621621621621622,15.803385043104912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.415400331787804
1993,1990,0,2,5,2,15,292,0.042118687393607745,0.7972972972972974,15.747032114495013,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.263880652048112
2003,2000,0,1,4,1,15,66,0.0842542290038596,0.5945945945945946,14.914123179965662,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.251590482493405
2005,2000,0,2,10,1,15,1,0.07020904846710899,0.7972972972972974,15.483217567201578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.024870478795055
1995,1990,0,2,17,1,15,4,0.12358073450676132,0.7027027027027027,14.88022163978423,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.734159217157146
2001,2000,0,1,5,28,15,44,0.08706326511120972,0.6756756756756757,15.123843647884687,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.549479796229054
1994,1990,0,1,11,1,15,8,0.07020904846710899,0.5405405405405406,13.997832948091215,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.999468817922498
2002,2000,0,2,9,5,15,320,0.2190879621566655,0.7162162162162162,17.069753565279804,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.461368649244232
2001,2000,0,2,21,5,15,97,0.24436928712281664,0.6621621621621622,17.077445910607096,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.980852183087766
1993,1990,0,2,5,3,15,2,0.06178194014505861,0.7297297297297297,14.403297778421795,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.370111047802727
2010,2010,1,1,33,32,15,2,0.06178194014505861,0.5945945945945946,15.29711532616119,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.702038391264406
2017,2010,1,1,3,4,1,152,0.042118687393607745,0.6216216216216216,16.300417291085605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21.843365216085424
2004,2000,0,2,17,1,1,7,0.02245543464215688,0.45945945945945943,13.527829818844937,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.541367998206375
1985,1980,0,1,7,19,2,320,0.02105091658848182,0.6351351351351351,15.931766193248746,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.779964585772994
1988,1980,0,1,1,2,2,1,0.06178194014505861,0.3648648648648649,13.353476685668044,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.983171828543387
1987,1980,0,1,1,1,1,7,0.0027921818907060275,0.09459459459459457,13.541075028051122,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.573372686772007
1983,1980,0,1,2,2,1,320,0.014028326320106518,0.6216216216216216,14.731801689838349,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.665555542478497
2007,2000,0,1,1,2,3,97,0.03369157907155737,0.6891891891891893,15.671808704579888,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.777271868410416
2015,2010,1,1,2,2,3,3,0.014028326320106518,0.6891891891891893,16.231424425551033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.444961107918903
2011,2010,1,1,4,1,3,72,0.0842542290038596,0.6081081081081081,16.128046080821385,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.83173113272502
2002,2000,0,1,1,3,10,10,0.19661567329786453,0.2432432432432432,14.45736497045232,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.121542594771327
2001,2000,0,1,1,2,10,97,0.11796266229206108,0.5675675675675675,15.520258832020865,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.68487300849845
