Year,Decade,Recent,Runtime_Binned,Top_Company,Top_Main_Actor,Top_Director,Top_Writer,Log_Budget,Weighted_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Historical,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Worldwide Gross
1995,1990,False,>120,False,True,False,True,16.012735246411598,69920000.0,13.732130035981154,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037847.0
2016,2010,True,90-120,False,True,False,False,17.72753358339242,31020000.0,13.399996629152975,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56722693.0
1997,1990,False,60-90,False,False,False,False,15.894952224644102,4050000.0,11.302216779257382,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3600616.0
2015,2010,True,90-120,False,False,False,False,18.119575664681957,30600000.0,13.1421679654829,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,325186032.0
2006,2000,False,90-120,False,False,False,False,16.52356082573315,42780000.0,13.3374763699232,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10907485.0
2016,2010,True,90-120,True,False,False,False,16.52356082573315,216000000.0,14.914123179965662,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110216998.0
2016,2010,True,>120,True,False,False,False,17.72753358339242,91980000.0,14.04662307257814,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69411370.0
1982,1980,False,90-120,True,False,True,False,16.300417291085605,50370000.0,13.500801182986649,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78868508.0
2018,2010,True,60-90,True,False,False,False,16.648723960844016,342000000.0,15.33283340078879,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,340939361.0
1996,1990,False,60-90,True,False,False,False,16.300417291085605,5800000.0,11.51293546492023,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21440752.0
2002,2000,False,90-120,True,False,False,False,17.034386422832473,4606000.0,11.451060699493427,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12302219.0
2018,2010,True,60-90,True,False,False,False,16.759949589762293,5610000.0,11.608244735642321,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5103663.0
1993,1990,False,90-120,True,False,False,False,17.665658180950928,57120000.0,13.641158361294979,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48919043.0
2005,2000,False,90-120,True,False,False,False,17.9426449591384,68750000.0,14.038654909278163,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53321673.0
1982,1980,False,60-90,True,False,False,False,16.52356082573315,31000000.0,13.122365377402328,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27150534.0
1980,1980,False,60-90,True,False,False,False,15.068273812173887,170170000.0,14.60850352598252,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83453539.0
2001,2000,False,90-120,True,False,False,False,17.909855136853043,50560000.0,13.579789490265188,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105178561.0
1980,1980,False,90-120,True,False,False,False,15.38412668421143,13640000.0,12.301387370778713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22743674.0
2013,2010,True,90-120,True,False,False,False,17.72753358339242,108360000.0,14.357835430184815,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173649931.0
1990,1990,False,90-120,True,True,True,False,17.453096744006448,23600000.0,12.899222326086994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153518974.0
1986,1980,False,60-90,True,False,False,False,15.424948670398354,9300000.0,11.918397239722838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12947763.0
2006,2000,False,>120,True,True,False,False,17.034386422832473,216820000.0,14.89051332229012,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,135330182.0
2005,2000,False,90-120,True,False,False,False,17.370858648025116,12180000.0,12.25486757159303,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34252847.0
1996,1990,False,60-90,True,False,True,False,16.300417291085605,36040000.0,13.180634172318978,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,63118386.0
2007,2000,False,90-120,True,False,True,False,18.826145858727198,101060000.0,14.30409118627969,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196393745.0
1984,1980,False,90-120,True,True,False,False,16.454567959008102,124830000.0,14.352004513273993,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316360478.0
1987,1980,False,90-120,True,True,False,False,17.147715103853763,72150000.0,13.919871474189012,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299965036.0
1994,1990,False,90-120,True,True,False,False,17.72753358339242,43680000.0,13.567050480716235,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119208989.0
2002,2000,False,60-90,True,False,False,False,16.52356082573315,19800000.0,12.793862088206213,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52970014.0
1989,1980,False,>120,True,False,True,False,17.216707972959764,33660000.0,13.1421679654829,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134212055.0
2000,2000,False,90-120,True,False,False,False,17.989897843244528,7140000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40443010.0
1986,1980,False,60-90,True,False,False,False,16.118095750958314,484000.0,9.305741456739435,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6947787.0
1991,1990,False,60-90,True,False,False,False,16.118095750958314,2296000.0,10.62135173563291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9188150.0
1992,1990,False,90-120,True,True,False,False,17.553180200057167,14850000.0,12.506180941677357,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131052444.0
2011,2010,True,>120,True,False,False,False,18.757152987716434,530610000.0,15.85543147152083,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370569774.0
2002,2000,False,90-120,True,False,False,False,17.622173069956816,44200000.0,13.429849547739444,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94935764.0
2006,2000,False,90-120,True,False,False,False,18.258161826219297,24570000.0,12.873904582205107,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148963822.0
1986,1980,False,90-120,True,False,False,False,16.166885910365842,10800000.0,11.918397239722838,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31853080.0
2002,2000,False,90-120,True,False,False,False,17.073607134447293,7280000.0,11.849404844423074,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38793283.0
2008,2000,False,60-90,True,False,False,False,17.034386422832473,265300000.0,15.147876840910817,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172394180.0
1985,1980,False,90-120,True,False,False,False,16.52356082573315,64240000.0,13.68767832281738,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14643997.0
1995,1990,False,90-120,True,False,False,False,16.300417291085605,131240000.0,14.47303107901565,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56631572.0
2004,2000,False,90-120,True,True,False,False,17.989897843244528,279750000.0,15.131919059716477,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,220926695.0
1988,1980,False,90-120,True,True,False,False,17.479072229734946,139160000.0,14.488455541410652,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,288752301.0
1993,1990,False,60-90,True,False,False,False,17.312018149733785,27560000.0,13.161586013632684,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21274717.0
1995,1990,False,90-120,True,False,False,True,17.72753358339242,22360000.0,12.971542813248437,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152022101.0
1989,1980,False,90-120,True,False,True,False,16.380459992348886,2709000.0,10.668978650219241,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22026369.0
2019,2010,True,60-90,True,False,False,False,16.41820031748273,45140000.0,13.51440681653079,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91542097.0
1987,1980,False,90-120,True,False,False,False,16.454567959008102,1728000.0,10.373522431293592,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240502.0
2015,2010,True,90-120,True,False,False,False,17.72753358339242,69440000.0,13.928840136128022,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242786137.0
2017,2010,True,90-120,True,False,False,False,18.049617077054286,39000000.0,13.384729180332174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180613180.0
1991,1990,False,90-120,True,False,False,False,16.52356082573315,18630000.0,12.506180941677357,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38016380.0
1998,1990,False,90-120,True,False,False,False,16.454567959008102,8400000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15064946.0
1998,1990,False,90-120,True,False,False,False,18.132998684833918,104160000.0,14.33430494661736,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349464664.0
2003,2000,False,90-120,True,False,False,False,16.648723960844016,7840000.0,11.849404844423074,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23769505.0
2010,2010,True,90-120,True,False,False,False,18.049617077054286,60770000.0,13.845070331079134,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86855739.0
2001,2000,False,60-90,True,True,False,False,18.132998684833918,14000000.0,12.429220196836383,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54249294.0
1999,1990,False,90-120,True,False,False,False,18.064005814299346,50700000.0,13.567050480716235,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177841558.0
2017,2010,True,>120,True,True,False,False,18.035018277846262,58140000.0,13.83531416565213,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55003890.0
2008,2000,False,90-120,True,False,False,False,17.50439003707821,33630000.0,13.28787951079572,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49944325.0
1994,1990,False,90-120,True,False,False,False,17.622173069956816,10640000.0,12.154784614286667,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28735315.0
2005,2000,False,>120,True,False,False,False,17.622173069956816,43520000.0,13.429849547739444,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52164016.0
1996,1990,False,90-120,True,False,False,False,17.72753358339242,40470000.0,13.47302165746721,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25477365.0
1985,1980,False,90-120,True,False,False,False,17.034386422832473,13000000.0,12.206077645517674,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9873044.0
1996,1990,False,90-120,True,False,False,False,16.811242881518265,8680000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26877589.0
2006,2000,False,90-120,True,False,False,False,17.72753358339242,42560000.0,13.541075028051122,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130224158.0
1984,1980,False,90-120,True,True,False,False,16.300417291085605,8450000.0,11.775297421715827,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11129057.0
1989,1980,False,>120,True,False,False,False,17.216707972959764,4680000.0,11.184435286790631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3563162.0
1987,1980,False,90-120,True,False,False,False,16.454567959008102,54510000.0,13.579789490265188,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,320145693.0
1986,1980,False,90-120,True,False,False,True,15.607270193858982,257400000.0,15.009433329466965,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70720215.0
1993,1990,False,90-120,True,False,False,False,16.52356082573315,14950000.0,12.345838935721968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19885552.0
1984,1980,False,90-120,True,False,False,False,15.894952224644102,1426000.0,10.043292972227004,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6250994.0
1983,1980,False,90-120,True,False,False,False,15.201805169084134,31000000.0,13.122365377402328,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92921203.0
2012,2010,True,>120,True,True,True,False,17.249497794707484,243820000.0,15.021481664354036,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,161772375.0
1991,1990,False,90-120,True,False,False,False,17.370858648025116,3828000.0,11.097425172408931,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14587732.0
2011,2010,True,90-120,True,False,False,False,16.993564429978885,27730000.0,13.060490101343552,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63543328.0
1994,1990,False,>120,True,True,True,False,17.822843761378564,1672000000.0,16.759949589762293,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,678222284.0
2005,2000,False,90-120,True,True,False,False,17.622173069956816,93840000.0,14.137594781770806,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92374674.0
1991,1990,False,90-120,True,False,False,False,17.182806422433504,20100000.0,12.611541086966115,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22773535.0
1982,1980,False,90-120,True,False,False,False,14.648420115681892,27930000.0,13.102162710901053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36690067.0
1986,1980,False,60-90,True,False,False,False,14.914123179965662,24000000.0,12.899222326086994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19472057.0
1988,1980,False,60-90,True,False,False,False,14.845130332288226,18020000.0,12.73670383776449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19170001.0
1984,1980,False,90-120,True,False,False,False,14.77102238760702,28200000.0,13.060490101343552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32980880.0
2012,2010,True,60-90,True,False,False,False,16.454567959008102,7560000.0,11.849404844423074,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11417362.0
2013,2010,True,90-120,True,False,False,False,18.683045016112164,102080000.0,14.38082493519599,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375740705.0
2009,2000,False,90-120,True,False,False,False,18.980296537602072,117160000.0,14.51860856442677,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302469017.0
1990,1990,False,>120,True,False,False,False,16.906553056777135,144130000.0,14.523546843628687,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,505809505.0
2017,2010,True,90-120,True,False,False,False,18.5159909328476,127260000.0,14.51860856442677,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169801921.0
1997,1990,False,90-120,True,False,False,False,16.012735246411598,15390000.0,12.506180941677357,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23712993.0
1990,1990,False,60-90,True,False,False,True,16.166885910365842,4900000.0,11.51293546492023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11582891.0
1982,1980,False,90-120,True,False,False,False,16.395727463314174,14960000.0,12.73670383776449,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15171476.0
1986,1980,False,90-120,True,False,True,False,16.705882371415992,7560000.0,11.695255355062795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36611610.0
2013,2010,True,60-90,True,False,False,False,17.72753358339242,120780000.0,14.498607907721096,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226349749.0
1996,1990,False,90-120,True,False,False,False,16.300417291085605,5782000.0,11.49273296168228,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26570048.0
1986,1980,False,90-120,True,False,False,False,16.811242881518265,6100000.0,11.51293546492023,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25314189.0
1995,1990,False,90-120,True,False,False,False,16.811242881518265,7920000.0,11.695255355062795,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17519169.0
2015,2010,True,90-120,True,False,False,False,16.454567959008102,19380000.0,12.847929163278053,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13081651.0
1994,1990,False,90-120,True,False,False,False,17.034386422832473,14880000.0,12.388398368982115,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26381221.0
1997,1990,False,60-90,True,False,False,False,17.370858648025116,25600000.0,12.899222326086994,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63856929.0
1993,1990,False,90-120,True,False,False,False,17.453096744006448,39600000.0,13.399996629152975,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,266614059.0
2008,2000,False,>120,True,True,True,False,19.035866388448003,264130000.0,15.281078330925528,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790653942.0
1989,1980,False,>120,True,True,True,False,17.6867115897055,579740000.0,15.77137117931546,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474171806.0
1981,1980,False,90-120,True,True,True,False,16.705882371415992,760200000.0,16.01827542617334,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389925971.0
1984,1980,False,90-120,True,True,True,False,17.147715103853763,344250000.0,15.339390799901627,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333107271.0
1990,1990,False,90-120,True,False,False,False,16.52356082573315,11700000.0,12.100717685412471,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27734391.0
1994,1990,False,90-120,True,False,False,False,17.622173069956816,4266000.0,11.277215789596893,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21355893.0
2014,2010,True,>120,True,False,False,False,18.92145603792546,1376000000.0,16.588099342704055,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677471339.0
2008,2000,False,>120,True,False,False,False,18.757152987716434,765510000.0,16.08660508706612,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585366247.0
2010,2010,True,>120,True,False,False,False,19.11382792951231,522200000.0,15.825066106228192,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623933331.0
2012,2010,True,>120,True,True,False,False,17.909855136853043,221900000.0,14.969242461310827,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218340595.0
2014,2010,True,90-120,True,False,False,False,17.909855136853043,78120000.0,14.04662307257814,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135503748.0
1995,1990,False,90-120,True,False,False,False,17.72753358339242,6360000.0,11.695255355062795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9851610.0
1982,1980,False,60-90,True,False,False,False,15.424948670398354,682000.0,9.305741456739435,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3792188.0
2001,2000,False,60-90,True,False,False,False,17.216707972959764,19200000.0,12.676079399771027,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102992536.0
1997,1990,False,90-120,True,False,False,False,17.11134746100564,44880000.0,13.429849547739444,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60527873.0
2003,2000,False,90-120,True,False,False,False,18.36938746009113,73920000.0,14.093143052138025,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160099222.0
2001,2000,False,90-120,True,False,False,False,18.560442695023177,116580000.0,14.513645777547573,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274703340.0
1995,1990,False,90-120,True,False,False,False,16.648723960844016,3584000.0,10.933124826700707,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7603766.0
2004,2000,False,90-120,True,False,False,False,16.648723960844016,242900000.0,15.05966544010744,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,130125829.0
2009,2000,False,90-120,True,False,False,False,16.811242881518265,25160000.0,12.821260987319457,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,754301.0
1996,1990,False,90-120,True,True,True,False,18.197537205138154,282580000.0,15.19679262851687,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457731198.0
2018,2010,True,>120,True,True,False,False,18.997294113874336,233310000.0,14.9240735075185,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791115104.0
2011,2010,True,>120,True,True,False,False,18.7922443072814,344840000.0,15.35452622069408,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694713380.0
2015,2010,True,>120,True,True,False,False,18.826145858727198,259000000.0,15.068273812173887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682714267.0
2000,2000,False,>120,True,True,False,False,18.643824303266577,196420000.0,14.984892228079548,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546388108.0
2006,2000,False,>120,True,True,False,False,18.826145858727198,232530000.0,15.030423599064406,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398479497.0
1981,1980,False,>120,True,False,False,False,15.424948670398354,10050000.0,11.918397239722838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19032261.0
2017,2010,True,>120,True,False,False,False,17.216707972959764,132000000.0,14.508658238524095,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44516999.0
2006,2000,False,90-120,True,False,False,False,17.370858648025116,48140000.0,13.629182184591333,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99255460.0
1994,1990,False,60-90,True,False,False,False,17.216707972959764,65000000.0,13.815511557963774,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51132598.0
2002,2000,False,90-120,True,False,False,False,15.687312888712007,27690000.0,12.873904582205107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12633747.0
1991,1990,False,90-120,True,False,False,False,16.41820031748273,6820000.0,11.608244735642321,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26255594.0
2007,2000,False,90-120,True,True,False,False,18.064005814299346,94240000.0,14.23422155071698,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77621983.0
1995,1990,False,60-90,True,True,False,False,17.312018149733785,25200000.0,12.899222326086994,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8175346.0
2011,2010,True,90-120,True,False,False,False,17.034386422832473,135780000.0,14.599412558413583,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149228077.0
2014,2010,True,>120,True,False,False,False,18.643824303266577,140220000.0,14.715672314412528,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359200044.0
2002,2000,False,60-90,True,False,False,False,16.705882371415992,29760000.0,13.081543466215237,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43325009.0
1980,1980,False,>120,True,False,False,False,15.607270193858982,37730000.0,13.102162710901053,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54766923.0
2013,2010,True,>120,True,True,False,False,17.073607134447293,131200000.0,14.53335083891935,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87305549.0
2010,2010,True,90-120,True,False,False,False,14.914123179965662,57000000.0,13.815511557963774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177512032.0
2012,2010,True,60-90,True,False,False,False,15.424948670398354,28980000.0,13.353476685668044,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,142802657.0
1982,1980,False,90-120,True,False,False,False,15.607270193858982,636000.0,9.392745258631441,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6062898.0
2003,2000,False,90-120,True,False,False,False,17.909855136853043,66150000.0,13.864301674514206,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117248958.0
1988,1980,False,90-120,True,False,False,False,15.894952224644102,1216000.0,9.852246888342531,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1893139.0
