Year,Decade,Recent,Runtime_Binned,Top_Company,Top_Main_Actor,Top_Director,Top_Writer,Log_Budget,Weighted_Score,Log_Votes,G,PG,PG-13,R,NC-17,Not Rated,Unrated,X,Action,Adventure,Animation,Comedy,Crime,Drama,Fantasy,Historical,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Worldwide Gross
1985,1980,False,90-120,False,False,False,False,14.914123179965662,3450000.0,11.141876276228,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7196872.0
1981,1980,False,>120,False,False,False,True,16.300417291085605,14520000.0,12.301387370778713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12376625.0
1984,1980,False,90-120,False,False,False,False,17.11134746100564,99900000.0,14.115615891155079,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20251411.0
1980,1980,False,90-120,False,False,False,False,16.213405921671733,13000000.0,12.206077645517674,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19814523.0
2003,2000,False,90-120,False,False,False,False,17.399029524198163,28060000.0,13.038983942375959,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44350926.0
1996,1990,False,90-120,False,False,True,False,12.429220196836383,3604000.0,10.87806606028079,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10580.0
1999,1990,False,>120,False,False,False,False,18.420680753952364,77280000.0,13.928840136128022,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87423861.0
1996,1990,False,60-90,False,True,False,False,17.909855136853043,53200000.0,13.76421831620775,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129832389.0
1983,1980,False,90-120,False,False,False,False,15.424948670398354,6930000.0,11.608244735642321,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12232628.0
2003,2000,False,60-90,False,False,False,False,16.300417291085605,5250000.0,12.429220196836383,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4928883.0
2014,2010,True,90-120,False,False,False,False,17.147715103853763,74750000.0,13.955273369904273,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58834384.0
2002,2000,False,90-120,False,False,False,False,13.122365377402328,22440000.0,12.73670383776449,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,264349.0
2019,2010,True,90-120,False,False,False,False,17.553180200057167,101170000.0,14.227620871042543,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122810399.0
2018,2010,True,90-120,False,False,False,False,17.341871111992198,17100000.0,12.611541086966115,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41142379.0
2014,2010,True,90-120,False,False,False,False,16.801192546169812,49500000.0,13.527829818844937,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41296320.0
1990,1990,False,90-120,False,False,False,False,15.250595321348806,27600000.0,12.899222326086994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5835247.0
1989,1980,False,90-120,False,False,False,False,18.064005814299346,2090000.0,10.545367754151743,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,154648887.0
2002,2000,False,>120,False,False,True,False,15.424948670398354,130720000.0,14.357835430184815,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23932055.0
2009,2000,False,90-120,False,False,False,False,16.648723960844016,11210000.0,12.154784614286667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20458873.0
2008,2000,False,90-120,False,False,False,False,16.811242881518265,12920000.0,12.154784614286667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5642478.0
2007,2000,False,60-90,False,False,False,False,16.380459992348886,8820000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7248490.0
2008,2000,False,90-120,False,False,False,False,16.097893045681612,27300000.0,12.873904582205107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16303643.0
2008,2000,False,90-120,False,True,True,False,17.034386422832473,15120000.0,12.506180941677357,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6759057.0
2016,2010,True,90-120,False,False,False,False,17.216707972959764,5940000.0,11.608244735642321,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,678150.0
1997,1990,False,60-90,False,False,False,False,16.705882371415992,22400000.0,12.899222326086994,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31480418.0
2015,2010,True,90-120,False,False,False,True,16.811242881518265,72600000.0,13.910821646859095,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36606743.0
1996,1990,False,90-120,False,True,False,False,17.72753358339242,27930000.0,13.102162710901053,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60209334.0
2019,2010,True,90-120,False,False,False,False,15.201805169084134,21450000.0,12.706850963741102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22386555.0
1997,1990,False,90-120,False,False,False,False,16.118095750958314,10450000.0,12.154784614286667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44332015.0
2013,2010,True,90-120,False,False,False,False,14.220976332738882,22040000.0,12.847929163278053,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3909596.0
2014,2010,True,>120,False,False,False,True,17.989897843244528,111600000.0,14.253766134056512,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161459297.0
1999,1990,False,>120,False,False,False,False,17.312018149733785,17400000.0,12.577639650232573,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8408835.0
2017,2010,True,60-90,False,False,False,False,15.424948670398354,15660000.0,12.506180941677357,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5042014.0
2007,2000,False,90-120,False,False,False,False,16.300417291085605,9360000.0,12.468440756144114,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9669758.0
2001,2000,False,90-120,False,False,False,False,15.76142084987672,2688000.0,10.645448706505872,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760014.0
1989,1980,False,90-120,False,False,True,False,15.687312888712007,75200000.0,13.753636218075409,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37295445.0
2000,2000,False,>120,False,False,False,False,16.811242881518265,14400000.0,12.206077645517674,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27728118.0
1995,1990,False,90-120,False,False,False,False,15.424948670398354,1943000.0,10.275085591132715,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3565508.0
2004,2000,False,>120,False,False,True,False,15.894952224644102,3975000.0,11.225256725762893,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1526951.0
1986,1980,False,60-90,False,False,True,False,12.07254696717504,8840000.0,11.775297421715827,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7137502.0
1995,1990,False,90-120,False,False,False,False,15.607270193858982,4736000.0,11.211833885608513,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11837928.0
1999,1990,False,90-120,False,False,False,False,16.012735246411598,6596000.0,11.48247656671073,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34573780.0
1990,1990,False,>120,False,False,False,False,16.759949589762293,7440000.0,11.695255355062795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10005969.0
2003,2000,False,90-120,False,False,False,False,15.607270193858982,7200000.0,11.695255355062795,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141166.0
1996,1990,False,60-90,False,False,False,False,14.648420115681892,2891000.0,10.799595985047786,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49620.0
2002,2000,False,90-120,False,False,True,False,16.811242881518265,18600000.0,12.611541086966115,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14946150.0
2010,2010,True,90-120,False,False,False,False,18.826145858727198,42700000.0,13.45883704259595,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280802282.0
1993,1990,False,90-120,False,False,False,False,16.300417291085605,2130000.0,10.308985993422082,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677807.0
1992,1990,False,90-120,False,False,False,False,15.424948670398354,6120000.0,11.350418300109132,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1526697.0
1984,1980,False,90-120,False,False,False,False,16.300417291085605,16060000.0,12.301387370778713,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1455045.0
1988,1980,False,90-120,False,False,False,False,15.894952224644102,6643000.0,11.418625774449598,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161004.0
2016,2010,True,90-120,False,False,False,False,15.76142084987672,30660000.0,12.948012371209098,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7214806.0
2018,2010,True,90-120,False,False,False,False,14.508658238524095,50320000.0,13.429849547739444,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14347433.0
2018,2010,True,60-90,False,False,False,False,16.118095750958314,39960000.0,13.199326270390594,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9303022.0
2019,2010,True,>120,False,False,False,False,16.012735246411598,164720000.0,14.657078174676883,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46890297.0
2016,2010,True,90-120,False,False,False,False,15.201805169084134,210160000.0,14.859314962250004,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65336603.0
2000,2000,False,60-90,False,True,False,False,17.622173069956816,126700000.0,14.408837955728044,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224834564.0
1989,1980,False,90-120,False,False,False,False,16.118095750958314,576000.0,9.392745258631441,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3169719.0
1987,1980,False,90-120,False,False,False,False,15.607270193858982,7810000.0,11.608244735642321,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3685862.0
2008,2000,False,90-120,False,True,False,False,17.370858648025116,65190000.0,14.0225255403564,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87066930.0
2013,2010,True,90-120,False,False,False,False,16.300417291085605,10440000.0,12.100717685412471,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1456675.0
1983,1980,False,>120,False,False,False,False,16.118095750958314,13680000.0,12.154784614286667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35615609.0
1986,1980,False,90-120,False,False,False,False,16.705882371415992,7410000.0,11.775297421715827,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9697739.0
2012,2010,True,90-120,False,False,False,False,18.049617077054286,89090000.0,14.227620871042543,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116471580.0
1988,1980,False,90-120,False,False,False,False,16.588099342704055,4368000.0,11.338583982516495,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4192440.0
2018,2010,True,90-120,False,False,False,False,17.426428497635523,148350000.0,14.580978865220017,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117679066.0
1989,1980,False,90-120,False,False,False,False,15.607270193858982,854000.0,9.546884034617925,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51411620.0
2011,2010,True,60-90,False,False,False,False,11.736077016252437,18090000.0,12.506180941677357,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3242802.0
1983,1980,False,90-120,False,False,False,False,14.914123179965662,1653000.0,10.275085591132715,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17488564.0
1997,1990,False,90-120,False,False,False,False,16.118095750958314,3182000.0,10.668978650219241,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12782749.0
1996,1990,False,90-120,False,False,False,False,14.077875591662238,9940000.0,11.849404844423074,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,749741.0
2019,2010,True,90-120,False,False,False,False,15.424948670398354,2706000.0,10.62135173563291,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38026103.0
2013,2010,True,60-90,False,False,False,False,16.705882371415992,10120000.0,12.345838935721968,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11806432.0
2013,2010,True,60-90,False,False,False,False,16.118095750958314,31680000.0,13.081543466215237,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7804337.0
2013,2010,True,90-120,False,False,False,False,17.370858648025116,72960000.0,14.062371417145494,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173965010.0
2016,2010,True,90-120,False,False,False,False,16.118095750958314,19680000.0,12.923914877701906,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39712000.0
2018,2010,True,>120,False,False,False,False,17.370858648025116,47520000.0,13.487007879880162,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67450815.0
2006,2000,False,90-120,False,True,True,False,17.76675429577647,84480000.0,14.062371417145494,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65664721.0
2017,2010,True,>120,False,True,False,False,18.826145858727198,388800000.0,15.396549201637972,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259239658.0
2004,2000,False,90-120,False,False,False,False,16.951004817371683,22570000.0,12.821260987319457,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12313323.0
2012,2010,True,60-90,False,False,False,False,13.815511557963774,32500000.0,13.384729180332174,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38390020.0
2017,2010,True,90-120,False,False,False,False,17.034386422832473,10450000.0,12.154784614286667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25601244.0
2002,2000,False,90-120,False,False,False,False,17.6441519761925,202320000.0,14.848695397181752,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113758770.0
1999,1990,False,90-120,False,False,False,False,17.216707972959764,3162000.0,11.034905792929415,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6552255.0
2000,2000,False,90-120,False,False,False,False,15.607270193858982,14000000.0,12.206077645517674,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35547761.0
2008,2000,False,60-90,False,False,False,False,16.811242881518265,12400000.0,12.644330802262578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45847751.0
2007,2000,False,>120,False,False,False,False,17.216707972959764,142100000.0,14.523546843628687,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,156835339.0
2013,2010,True,>120,False,False,False,False,17.6441519761925,506250000.0,15.648092181712572,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122126687.0
2005,2000,False,90-120,False,False,False,False,17.216707972959764,8320000.0,11.982935344196433,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90754475.0
2011,2010,True,90-120,False,False,False,False,17.370858648025116,34810000.0,13.28787951079572,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,65100369.0
2001,2000,False,90-120,False,False,False,False,17.216707972959764,3111000.0,10.839600519357369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1198113.0
2009,2000,False,>120,False,False,False,False,17.182806422433504,230280000.0,14.9240735075185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309208309.0
2010,2010,True,90-120,False,True,False,False,18.197537205138154,207000000.0,14.914123179965662,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157107755.0
2005,2000,False,90-120,False,False,False,False,17.034386422832473,36400000.0,13.235693848424024,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42013878.0
2008,2000,False,90-120,False,False,False,False,17.11134746100564,17360000.0,12.54254845357358,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44352417.0
1995,1990,False,90-120,False,False,False,False,16.860033043306743,7800000.0,11.695255355062795,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23440188.0
1993,1990,False,90-120,False,False,True,False,17.034386422832473,134520000.0,14.386490669521603,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40903593.0
1993,1990,False,>120,False,False,True,False,17.312018149733785,9520000.0,11.849404844423074,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5864949.0
2014,2010,True,90-120,False,False,False,False,16.213405921671733,147460000.0,14.51860856442677,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48428048.0
2014,2010,True,90-120,False,False,False,False,17.989897843244528,100750000.0,14.253766134056512,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39407616.0
2018,2010,True,90-120,False,False,False,False,16.811242881518265,22010000.0,12.644330802262578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38755900.0
1991,1990,False,90-120,False,False,False,False,15.607270193858982,2639000.0,11.418625774449598,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1193062.0
1987,1980,False,90-120,False,False,False,False,14.914123179965662,26130000.0,12.873904582205107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14182492.0
1989,1980,False,90-120,False,False,False,True,15.424948670398354,8250000.0,11.918397239722838,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16554699.0
1988,1980,False,90-120,False,False,False,False,15.201805169084134,85410000.0,13.972515161474428,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13008928.0
1988,1980,False,>120,False,False,False,False,16.811242881518265,16560000.0,12.388398368982115,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57041866.0
2002,2000,False,90-120,False,False,False,False,17.11134746100564,11590000.0,12.154784614286667,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,73839240.0
1991,1990,False,>120,False,False,False,False,17.50439003707821,3392000.0,10.87806606028079,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23202444.0
1997,1990,False,90-120,False,False,False,False,16.213405921671733,3192000.0,10.933124826700707,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14772788.0
1989,1980,False,60-90,False,False,False,False,16.705882371415992,3604000.0,10.87806606028079,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4973285.0
2012,2010,True,90-120,False,False,False,False,14.220976332738882,14560000.0,12.54254845357358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1544989.0
2013,2010,True,90-120,False,False,False,False,15.068273812173887,45990000.0,13.500801182986649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27858103.0
1992,1990,False,>120,False,False,False,False,16.300417291085605,39600000.0,13.217675375388819,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43440294.0
1995,1990,False,>120,False,False,False,False,17.6441519761925,7950000.0,11.918397239722838,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10382407.0
1989,1980,False,90-120,False,False,False,False,15.424948670398354,3304000.0,10.985309671896763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919653.0
2015,2010,True,90-120,False,False,False,False,18.36938746009113,113850000.0,14.316286451937186,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,542351353.0
2019,2010,True,90-120,False,False,False,False,16.012735246411598,3894000.0,11.097425172408931,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6750029.0
2015,2010,True,90-120,False,False,False,False,15.424948670398354,3150000.0,11.225256725762893,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333684.0
1984,1980,False,90-120,False,False,False,False,13.815511557963774,110160.0,7.6783263565068856,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95000.0
2002,2000,False,90-120,False,False,False,False,16.52356082573315,13860000.0,12.25486757159303,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12150301.0
2012,2010,True,90-120,False,False,False,False,15.607270193858982,53200000.0,13.541075028051122,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15950164.0
2001,2000,False,90-120,False,False,False,False,13.45883704259595,6816000.0,11.472113887062386,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1846059.0
2000,2000,False,90-120,False,False,False,False,15.76142084987672,390640000.0,15.452563831983857,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34266564.0
1989,1980,False,90-120,False,False,False,False,16.588099342704055,480000.0,9.210440366976517,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67878.0
2015,2010,True,90-120,False,False,False,False,15.894952224644102,33280000.0,13.161586013632684,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607595.0
2018,2010,True,90-120,False,False,False,False,17.034386422832473,43070000.0,13.28787951079572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16636604.0
2016,2010,True,>120,False,False,False,False,16.012735246411598,200460000.0,14.759416845976386,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78988148.0
2019,2010,True,>120,False,False,False,False,17.622173069956816,11970000.0,12.154784614286667,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9932621.0
2017,2010,True,90-120,False,False,True,True,17.034386422832473,16740000.0,12.506180941677357,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15889124.0
1991,1990,False,>120,False,True,True,False,17.370858648025116,131400000.0,14.403297778421795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182291969.0
1989,1980,False,90-120,False,False,False,False,16.759949589762293,2961000.0,10.757924157061597,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27503037.0
1987,1980,False,>120,False,False,True,False,17.370858648025116,91630000.0,13.989464705423494,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22238696.0
1987,1980,False,90-120,False,False,False,False,16.118095750958314,19200000.0,12.676079399771027,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49998613.0
1991,1990,False,>120,False,False,True,False,18.064005814299346,163200000.0,14.690979711984754,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300854823.0
1999,1990,False,90-120,False,False,False,False,17.216707972959764,7150000.0,11.775297421715827,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12017369.0
1985,1980,False,>120,False,False,True,False,16.52356082573315,63180000.0,13.60479076121576,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98467863.0
2014,2010,True,>120,False,False,False,True,16.906553056777135,57670000.0,13.579789490265188,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,89514453.0
1986,1980,False,90-120,False,True,False,False,16.118095750958314,34560000.0,13.199326270390594,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54999651.0
1983,1980,False,90-120,False,False,True,False,16.118095750958314,22100000.0,12.73670383776449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29450919.0
1985,1980,False,90-120,False,False,True,False,16.705882371415992,13600000.0,12.206077645517674,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19739575.0
1998,1990,False,90-120,False,False,False,False,17.622173069956816,178920000.0,14.739769856312924,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131183530.0
1987,1980,False,90-120,False,False,False,False,16.166885910365842,5760000.0,11.407576060361786,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25205460.0
1987,1980,False,>120,False,False,False,False,16.811242881518265,20160000.0,12.54254845357358,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67331309.0
1987,1980,False,60-90,False,False,False,False,16.52356082573315,3498000.0,11.097425172408931,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13290368.0
